task_id,model_id,architecture,text,code_reference,test_setup_code,test_list,code,pass@1,codebleu
286,claude-opus-4-7,LLM,Write a function to find the largest sum of contiguous array in the modified array which is formed by repeating the given array k times.,"def max_sub_array_sum_repeated(a, n, k): 
	max_so_far = -2147483648
	max_ending_here = 0
	for i in range(n*k): 
		max_ending_here = max_ending_here + a[i%n] 
		if (max_so_far < max_ending_here): 
			max_so_far = max_ending_here 
		if (max_ending_here < 0): 
			max_ending_here = 0
	return max_so_far",,"assert max_sub_array_sum_repeated([10, 20, -30, -1], 4, 3) == 30
assert max_sub_array_sum_repeated([-1, 10, 20], 3, 2) == 59
assert max_sub_array_sum_repeated([-1, -2, -3], 3, 3) == -1","def max_sub_array_sum_repeated(a, n, k):
    arr = a * k
    best = cur = arr[0]
    for x in arr[1:]:
        cur = max(x, cur + x)
        best = max(best, cur)
    return best",passed,0.1501
287,claude-opus-4-7,LLM,Write a python function to find the sum of squares of first n even natural numbers.,"def square_Sum(n):  
    return int(2*n*(n+1)*(2*n+1)/3)",,"assert square_Sum(2) == 20
assert square_Sum(3) == 56
assert square_Sum(4) == 120","def square_Sum(n):
    return 2*n*(n+1)*(2*n+1)//3",passed,0.6102
288,claude-opus-4-7,LLM,Write a function to count array elements having modular inverse under given prime number p equal to itself.,"def modular_inverse(arr, N, P):
	current_element = 0
	for i in range(0, N):
		if ((arr[i] * arr[i]) % P == 1):
			current_element = current_element + 1
	return current_element",,"assert modular_inverse([ 1, 6, 4, 5 ], 4, 7) == 2
assert modular_inverse([1, 3, 8, 12, 12], 5, 13) == 3
assert modular_inverse([2, 3, 4, 5], 4, 6) == 1","def modular_inverse(arr, n, p):
    return sum(1 for x in arr if (x*x) % p == 1)",passed,0.0912
289,claude-opus-4-7,LLM,Write a python function to calculate the number of odd days in a given year.,"def odd_Days(N): 
    hund1 = N // 100
    hund4 = N // 400
    leap = N >> 2
    ordd = N - leap 
    if (hund1): 
        ordd += hund1 
        leap -= hund1 
    if (hund4): 
        ordd -= hund4 
        leap += hund4 
    days = ordd + leap * 2
    odd = days % 7
    return odd ",,"assert odd_Days(100) == 5
assert odd_Days(50) ==6
assert odd_Days(75) == 2","def odd_Days(n):
    hund = n//100
    four = n//400
    leap = n//4 - hund + four
    ordinary = n - leap
    return (ordinary + 2*leap) % 7",passed,0.2479
290,claude-opus-4-7,LLM,Write a function to find the list of lists with maximum length.,"def max_length(list1):
    max_length = max(len(x) for x in  list1 )  
    max_list = max((x) for x in   list1)
    return(max_length, max_list)",,"assert max_length([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]])==(3, [13, 15, 17])
assert max_length([[1], [5, 7], [10, 12, 14,15]])==(4, [10, 12, 14,15])
assert max_length([[5], [15,20,25]])==(3, [15,20,25])","def max_length(lst):
    m=max(lst,key=len)
    return (len(m),m)",passed,0.1506
291,claude-opus-4-7,LLM,Write a function to find out the number of ways of painting the fence such that at most 2 adjacent posts have the same color for the given fence with n posts and k colors.,"def count_no_of_ways(n, k): 
	dp = [0] * (n + 1) 
	total = k 
	mod = 1000000007
	dp[1] = k 
	dp[2] = k * k	 
	for i in range(3,n+1): 
		dp[i] = ((k - 1) * (dp[i - 1] + dp[i - 2])) % mod 
	return dp[n]",,"assert count_no_of_ways(2, 4) == 16
assert count_no_of_ways(3, 2) == 6
assert count_no_of_ways(4, 4) == 228","def count_no_of_ways(n, k):
    if n == 0: return 0
    if n == 1: return k
    same, diff = k, k*(k-1)
    for i in range(3, n+1):
        same, diff = diff, (same+diff)*(k-1)
    return same+diff",passed,0.186
292,claude-opus-4-7,LLM,Write a python function to find quotient of two numbers.,"def find(n,m):  
    q = n//m 
    return (q)",,"assert find(10,3) == 3
assert find(4,2) == 2
assert find(20,5) == 4","def find(a,b):
    return a//b",passed,0.2456
293,claude-opus-4-7,LLM,Write a function to find the third side of a right angled triangle.,"import math
def otherside_rightangle(w,h):
  s=math.sqrt((w*w)+(h*h))
  return s",,"assert otherside_rightangle(7,8)==10.63014581273465
assert otherside_rightangle(3,4)==5
assert otherside_rightangle(7,15)==16.55294535724685","import math
def otherside_rightangle(a,b):
    return math.sqrt(a*a+b*b)",passed,0.3644
294,claude-opus-4-7,LLM,Write a function to find the maximum value in a given heterogeneous list.,"def max_val(listval):
     max_val = max(i for i in listval if isinstance(i, int)) 
     return(max_val)",,"assert max_val(['Python', 3, 2, 4, 5, 'version'])==5
assert max_val(['Python', 15, 20, 25])==25
assert max_val(['Python', 30, 20, 40, 50, 'version'])==50","def max_val(l):
    return max(i for i in l if isinstance(i,int))",passed,0.2894
295,claude-opus-4-7,LLM,Write a function to return the sum of all divisors of a number.,"def sum_div(number):
    divisors = [1]
    for i in range(2, number):
        if (number % i)==0:
            divisors.append(i)
    return sum(divisors)",,"assert sum_div(8)==7
assert sum_div(12)==16
assert sum_div(7)==1","def sum_div(n):
    return sum(i for i in range(1,n) if n%i==0)",passed,0.1559
296,claude-opus-4-7,LLM,Write a python function to count inversions in an array.,"def get_Inv_Count(arr,n): 
    inv_count = 0
    for i in range(n): 
        for j in range(i + 1,n): 
            if (arr[i] > arr[j]): 
                inv_count += 1
    return inv_count ",,"assert get_Inv_Count([1,20,6,4,5],5) == 5
assert get_Inv_Count([1,2,1],3) == 1
assert get_Inv_Count([1,2,5,6,1],5) == 3","def get_Inv_Count(arr, n):
    c = 0
    for i in range(n):
        for j in range(i+1, n):
            if arr[i] > arr[j]:
                c += 1
    return c",passed,0.6186
297,claude-opus-4-7,LLM,Write a function to flatten a given nested list structure.,"def flatten_list(list1):
    result_list = []
    if not list1: return result_list
    stack = [list(list1)]
    while stack:
        c_num = stack.pop()
        next = c_num.pop()
        if c_num: stack.append(c_num)
        if isinstance(next, list):
            if next: stack.append(list(next))
        else: result_list.append(next)
    result_list.reverse()
    return result_list ",,"assert flatten_list([0, 10, [20, 30], 40, 50, [60, 70, 80], [90, 100, 110, 120]])==[0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120]
assert flatten_list([[10, 20], [40], [30, 56, 25], [10, 20], [33], [40]])==[10, 20, 40, 30, 56, 25, 10, 20, 33, 40]
assert flatten_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]])==[1, 2, 3, 4, 5, 6, 10, 11, 12, 7, 8, 9]","def flatten_list(l):
    r=[]
    for x in l:
        if isinstance(x,list): r.extend(flatten_list(x))
        else: r.append(x)
    return r",passed,0.2361
298,claude-opus-4-7,LLM,Write a function to find the nested list elements which are present in another list.,"def intersection_nested_lists(l1, l2):
    result = [[n for n in lst if n in l1] for lst in l2]
    return result",,"assert intersection_nested_lists( [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14],[[12, 18, 23, 25, 45], [7, 11, 19, 24, 28], [1, 5, 8, 18, 15, 16]])==[[12], [7, 11], [1, 5, 8]]
assert intersection_nested_lists([[2, 3, 1], [4, 5], [6, 8]], [[4, 5], [6, 8]])==[[], []]
assert intersection_nested_lists(['john','amal','joel','george'],[['john'],['jack','john','mary'],['howard','john'],['jude']])==[['john'], ['john'], ['john'], []]","def intersection_nested_lists(l1, l2):
    return [[x for x in y if x in l1] for y in l2]",passed,0.3918
299,claude-opus-4-7,LLM,Write a function to calculate the maximum aggregate from the list of tuples.,"from collections import defaultdict
def max_aggregate(stdata):
    temp = defaultdict(int)
    for name, marks in stdata:
        temp[name] += marks
    return max(temp.items(), key=lambda x: x[1])",,"assert max_aggregate([('Juan Whelan',90),('Sabah Colley',88),('Peter Nichols',7),('Juan Whelan',122),('Sabah Colley',84)])==('Juan Whelan', 212)
assert max_aggregate([('Juan Whelan',50),('Sabah Colley',48),('Peter Nichols',37),('Juan Whelan',22),('Sabah Colley',14)])==('Juan Whelan', 72)
assert max_aggregate([('Juan Whelan',10),('Sabah Colley',20),('Peter Nichols',30),('Juan Whelan',40),('Sabah Colley',50)])==('Sabah Colley', 70)","from collections import defaultdict
def max_aggregate(l):
    d=defaultdict(int)
    for k,v in l: d[k]+=v
    return max(d.items(),key=lambda x:x[1])",passed,0.5968
300,claude-opus-4-7,LLM,Write a function to find the count of all binary sequences of length 2n such that sum of first n bits is same as sum of last n bits.,"def count_binary_seq(n): 
	nCr = 1
	res = 1
	for r in range(1, n + 1): 
		nCr = (nCr * (n + 1 - r)) / r 
		res += nCr * nCr 
	return res ",,"assert count_binary_seq(1) == 2.0
assert count_binary_seq(2) == 6.0
assert count_binary_seq(3) == 20.0","from math import comb
def count_binary_seq(n):
    return float(comb(2*n, n))",passed,0.0526
301,claude-opus-4-7,LLM,Write a function to find the depth of a dictionary.,"def dict_depth(d):
    if isinstance(d, dict):
        return 1 + (max(map(dict_depth, d.values())) if d else 0)
    return 0",,"assert dict_depth({'a':1, 'b': {'c': {'d': {}}}})==4
assert dict_depth({'a':1, 'b': {'c':'python'}})==2
assert dict_depth({1: 'Sun', 2: {3: {4:'Mon'}}})==3","def dict_depth(d):
    if isinstance(d, dict) and d:
        return 1 + max(dict_depth(v) for v in d.values())
    return 0",AssertionError,0.4585
302,claude-opus-4-7,LLM,Write a python function to find the most significant bit number which is also a set bit.,"def set_Bit_Number(n): 
    if (n == 0): 
        return 0; 
    msb = 0; 
    n = int(n / 2); 
    while (n > 0): 
        n = int(n / 2); 
        msb += 1; 
    return (1 << msb)",,"assert set_Bit_Number(6) == 4
assert set_Bit_Number(10) == 8
assert set_Bit_Number(18) == 16","def set_Bit_Number(n):
    if n==0: return 0
    return 1<<(n.bit_length()-1)",passed,0.1009
303,claude-opus-4-7,LLM,Write a python function to check whether the count of inversion of two types are same or not.,"import sys 
def solve(a,n):   
    mx = -sys.maxsize - 1
    for j in range(1,n):  
        if (mx > a[j]):  
            return False  
        mx = max(mx,a[j - 1])    
    return True",,"assert solve([1,0,2],3) == True
assert solve([1,2,0],3) == False
assert solve([1,2,1],3) == True","def solve(a,n):
    x=y=0
    for i in range(n):
        for j in range(i+1,n):
            if a[i]>a[j]:x+=1
            if i<j-1 and a[i]>a[j]:y+=1
    return x==y*0+x if False else None or (lambda:x==sum(1 for i in range(n-1) if a[i]>a[i+1]))() if False else x==x
# fallback proper implementation below
def solve(a,n):
    c1=sum(1 for i in range(n) for j in range(i+1,n) if a[i]>a[j])
    c2=sum(1 for i in range(n-1) if a[i]>a[i+1])
    return c1==c2",passed,0.2185
304,claude-opus-4-7,LLM,Write a python function to find element at a given index after number of rotations.,"def find_Element(arr,ranges,rotations,index) :  
    for i in range(rotations - 1,-1,-1 ) : 
        left = ranges[i][0] 
        right = ranges[i][1] 
        if (left <= index and right >= index) : 
            if (index == left) : 
                index = right 
            else : 
                index = index - 1 
    return arr[index] ",,"assert find_Element([1,2,3,4,5],[[0,2],[0,3]],2,1) == 3
assert find_Element([1,2,3,4],[[0,1],[0,2]],1,2) == 3
assert find_Element([1,2,3,4,5,6],[[0,1],[0,2]],1,1) == 1","def find_Element(arr,ranges,rotations,index):
    for i in range(rotations-1,-1,-1):
        l,r=ranges[i]
        if l<=index<=r:
            if index==l:
                index=r
            else:
                index-=1
    return arr[index]",passed,0.2783
305,claude-opus-4-7,LLM,Write a function to match two words from a list of words starting with letter 'p'.,"import re
def start_withp(words):
 for w in words:
        m = re.match(""(P\w+)\W(P\w+)"", w)
        if m:
            return m.groups()",,"assert start_withp([""Python PHP"", ""Java JavaScript"", ""c c++""])==('Python', 'PHP')
assert start_withp([""Python Programming"",""Java Programming""])==('Python','Programming')
assert start_withp([""Pqrst Pqr"",""qrstuv""])==('Pqrst','Pqr')","import re
def start_withp(words):
    for w in words:
        m = re.match(r""(P\w+)\s(P\w+)"", w)
        if m:
            return m.groups()",passed,0.8353
306,claude-opus-4-7,LLM,"Write a function to find the maximum sum of increasing subsequence from prefix till ith index and also including a given kth element which is after i, i.e., k > i .","def max_sum_increasing_subseq(a, n, index, k):
	dp = [[0 for i in range(n)] 
			for i in range(n)]
	for i in range(n):
		if a[i] > a[0]:
			dp[0][i] = a[i] + a[0]
		else:
			dp[0][i] = a[i]
	for i in range(1, n):
		for j in range(n):
			if a[j] > a[i] and j > i:
				if dp[i - 1][i] + a[j] > dp[i - 1][j]:
					dp[i][j] = dp[i - 1][i] + a[j]
				else:
					dp[i][j] = dp[i - 1][j]
			else:
				dp[i][j] = dp[i - 1][j]
	return dp[index][k]",,"assert max_sum_increasing_subseq([1, 101, 2, 3, 100, 4, 5 ], 7, 4, 6) == 11
assert max_sum_increasing_subseq([1, 101, 2, 3, 100, 4, 5 ], 7, 2, 5) == 7
assert max_sum_increasing_subseq([11, 15, 19, 21, 26, 28, 31], 7, 2, 4) == 71","def max_sum_increasing_subseq(a, n, i, k):
    dp = a[:]
    for x in range(1, n):
        for y in range(x):
            if a[x] > a[y] and dp[x] < dp[y] + a[x]:
                dp[x] = dp[y] + a[x]
    best = 0
    for y in range(i+1):
        if a[k] > a[y]:
            best = max(best, dp[y])
    return best + a[k]",passed,0.2321
307,claude-opus-4-7,LLM,Write a function to get a colon of a tuple.,"from copy import deepcopy
def colon_tuplex(tuplex,m,n):
  tuplex_colon = deepcopy(tuplex)
  tuplex_colon[m].append(n)
  return tuplex_colon",,"assert colon_tuplex((""HELLO"", 5, [], True) ,2,50)==(""HELLO"", 5, [50], True) 
assert colon_tuplex((""HELLO"", 5, [], True) ,2,100)==((""HELLO"", 5, [100],True))
assert colon_tuplex((""HELLO"", 5, [], True) ,2,500)==(""HELLO"", 5, [500], True)","from copy import deepcopy
def colon_tuplex(t,i,v):
    r=list(deepcopy(t))
    r[i]+=[v]
    return tuple(r)",passed,0.4765
308,claude-opus-4-7,LLM,Write a function to find the specified number of largest products from two given lists.,"def large_product(nums1, nums2, N):
    result = sorted([x*y for x in nums1 for y in nums2], reverse=True)[:N]
    return result",,"assert large_product([1, 2, 3, 4, 5, 6],[3, 6, 8, 9, 10, 6],3)==[60, 54, 50]
assert large_product([1, 2, 3, 4, 5, 6],[3, 6, 8, 9, 10, 6],4)==[60, 54, 50, 48]
assert large_product([1, 2, 3, 4, 5, 6],[3, 6, 8, 9, 10, 6],5)==[60, 54, 50, 48, 45]","import heapq
def large_product(a,b,n):
    return heapq.nlargest(n,[x*y for x in a for y in b])",passed,0.2798
309,claude-opus-4-7,LLM,Write a python function to find the maximum of two numbers.,"def maximum(a,b):   
    if a >= b: 
        return a 
    else: 
        return b ",,"assert maximum(5,10) == 10
assert maximum(-1,-2) == -1
assert maximum(9,7) == 9","def maximum(a,b):
    return a if a>b else b",passed,0.3277
310,claude-opus-4-7,LLM,Write a function to convert a given string to a tuple.,"def string_to_tuple(str1):
    result = tuple(x for x in str1 if not x.isspace()) 
    return result",,"assert string_to_tuple(""python 3.0"")==('p', 'y', 't', 'h', 'o', 'n', '3', '.', '0')
assert string_to_tuple(""item1"")==('i', 't', 'e', 'm', '1')
assert string_to_tuple(""15.10"")==('1', '5', '.', '1', '0')","def string_to_tuple(s):
    return tuple(c for c in s if not c.isspace())",passed,0.2271
311,claude-opus-4-7,LLM,Write a python function to set the left most unset bit.,"def set_left_most_unset_bit(n): 
    if not (n & (n + 1)): 
        return n 
    pos, temp, count = 0, n, 0 
    while temp: 
        if not (temp & 1): 
            pos = count      
        count += 1; temp>>=1
    return (n | (1 << (pos))) ",,"assert set_left_most_unset_bit(10) == 14
assert set_left_most_unset_bit(12) == 14
assert set_left_most_unset_bit(15) == 15","def set_left_most_unset_bit(n):
    if n & (n+1) == 0:
        return n
    pos = 0
    temp = n
    i = 0
    last = -1
    while temp:
        if not (temp & 1):
            last = i
        temp >>= 1
        i += 1
    return n | (1 << last)",passed,0.4822
312,claude-opus-4-7,LLM,Write a function to find the volume of a cone.,"import math
def volume_cone(r,h):
  volume = (1.0/3) * math.pi * r * r * h
  return volume",,"assert volume_cone(5,12)==314.15926535897927
assert volume_cone(10,15)==1570.7963267948965
assert volume_cone(19,17)==6426.651371693521","import math
def volume_cone(r,h):
 return (1/3)*math.pi*r*r*h",passed,0.2748
313,claude-opus-4-7,LLM,Write a python function to print positive numbers in a list.,"def pos_nos(list1):
  for num in list1: 
    if num >= 0: 
       return num ",,"assert pos_nos([-1,-2,1,2]) == 1,2
assert pos_nos([3,4,-5]) == 3,4
assert pos_nos([-2,-3,1]) == 1","def pos_nos(l):
    for n in l:
        if n>=0:
            print(n)
    return [n for n in l if n>=0]",AssertionError,0.3118
314,claude-opus-4-7,LLM,Write a function to find out the maximum sum such that no two chosen numbers are adjacent for the given rectangular grid of dimension 2 x n.,"def max_sum_rectangular_grid(grid, n) : 
	incl = max(grid[0][0], grid[1][0]) 
	excl = 0
	for i in range(1, n) : 
		excl_new = max(excl, incl) 
		incl = excl + max(grid[0][i], grid[1][i]) 
		excl = excl_new 
	return max(excl, incl)",,"assert max_sum_rectangular_grid([ [1, 4, 5], [2, 0, 0 ] ], 3) == 7
assert max_sum_rectangular_grid([ [ 1, 2, 3, 4, 5], [ 6, 7, 8, 9, 10] ], 5) == 24
assert max_sum_rectangular_grid([ [7, 9, 11, 15, 19], [21, 25, 28, 31, 32] ], 5) == 81","def max_sum_rectangular_grid(grid, n):
    if n==0: return 0
    incl = max(grid[0][0], grid[1][0])
    excl = 0
    for i in range(1,n):
        n_excl = max(incl, excl)
        incl = excl + max(grid[0][i], grid[1][i])
        excl = n_excl
    return max(incl, excl)",passed,0.703
315,claude-opus-4-7,LLM,Write a python function to find the first maximum length of even word.,"def find_Max_Len_Even(str): 
    n = len(str) 
    i = 0
    currlen = 0
    maxlen = 0
    st = -1
    while (i < n): 
        if (str[i] == ' '): 
            if (currlen % 2 == 0): 
                if (maxlen < currlen): 
                    maxlen = currlen 
                    st = i - currlen 
            currlen = 0 
        else : 
            currlen += 1
        i += 1
    if (currlen % 2 == 0): 
        if (maxlen < currlen): 
            maxlen = currlen 
            st = i - currlen 
    if (st == -1): 
        return ""-1"" 
    return str[st: st + maxlen] ",,"assert find_Max_Len_Even(""python language"") == ""language""
assert find_Max_Len_Even(""maximum even length"") == ""length""
assert find_Max_Len_Even(""eve"") == ""-1""","def find_Max_Len_Even(s):
    words = s.split()
    best = """"
    for w in words:
        if len(w) % 2 == 0 and len(w) > len(best):
            best = w
    return best if best else ""-1""",passed,0.1239
316,claude-opus-4-7,LLM,Write a function to find the index of the last occurrence of a given number in a sorted array.,"def find_last_occurrence(A, x):
    (left, right) = (0, len(A) - 1)
    result = -1
    while left <= right:
        mid = (left + right) // 2
        if x == A[mid]:
            result = mid
            left = mid + 1
        elif x < A[mid]:
            right = mid - 1
        else:
            left = mid + 1
    return result ",,"assert find_last_occurrence([2, 5, 5, 5, 6, 6, 8, 9, 9, 9], 5) == 3
assert find_last_occurrence([2, 3, 5, 8, 6, 6, 8, 9, 9, 9], 9) == 9
assert find_last_occurrence([2, 2, 1, 5, 6, 6, 6, 9, 9, 9], 6) == 6","def find_last_occurrence(a, x):
    r = -1
    for i,v in enumerate(a):
        if v==x: r=i
    return r",passed,0.1193
317,claude-opus-4-7,LLM,Write a function to reflect the modified run-length encoding from a list.,"from itertools import groupby
def modified_encode(alist):
        def ctr_ele(el):
            if len(el)>1: return [len(el), el[0]]
            else: return el[0]
        return [ctr_ele(list(group)) for key, group in groupby(alist)]",,"assert modified_encode([1,1,2,3,4,4,5,1])==[[2, 1], 2, 3, [2, 4], 5, 1]
assert modified_encode('automatically')==['a', 'u', 't', 'o', 'm', 'a', 't', 'i', 'c', 'a', [2, 'l'], 'y']
assert modified_encode('python')==['p', 'y', 't', 'h', 'o', 'n']","from itertools import groupby
def modified_encode(l):
    return [[len(list(g)), k] if (n:=sum(1 for _ in g2))>1 else k for k,g in groupby(l) for g2 in [list(g)] for _ in [0] if (n:=len(g2)) or True][:0] or [([len(list(groupby)),k]) for k,g in []] or [ ([c,k] if (c:=len(list(g)))>1 else k) for k,g in groupby(l)]",passed,0.3973
318,claude-opus-4-7,LLM,Write a python function to find the maximum volume of a cuboid with given sum of sides.,"def max_volume (s): 
    maxvalue = 0
    i = 1
    for i in range(s - 1): 
        j = 1
        for j in range(s): 
            k = s - i - j 
            maxvalue = max(maxvalue, i * j * k)         
    return maxvalue ",,"assert max_volume(8) == 18
assert max_volume(4) == 2
assert max_volume(1) == 0","def max_volume(s):
    return (s**3)//(3**3)",passed,0.0385
319,claude-opus-4-7,LLM,Write a function to find all five characters long word in the given string by using regex.,"import re
def find_long_word(text):
  return (re.findall(r""\b\w{5}\b"", text))",,"assert find_long_word('Please move back to strem') == ['strem']
assert find_long_word('4K Ultra HD streaming player') == ['Ultra']
assert find_long_word('Streaming Media Player') == ['Media']","import re
def find_long_word(text):
    return re.findall(r'\b\w{5}\b', text)",passed,0.7121
320,claude-opus-4-7,LLM,Write a function to calculate the difference between the squared sum of first n natural numbers and the sum of squared first n natural numbers.,"def sum_difference(n):
    sumofsquares = 0
    squareofsum = 0
    for num in range(1, n+1):
        sumofsquares += num * num
        squareofsum += num
    squareofsum = squareofsum ** 2
    return squareofsum - sumofsquares",,"assert sum_difference(12)==5434
assert sum_difference(20)==41230
assert sum_difference(54)==2151270","def sum_difference(n):
    s=n*(n+1)//2
    return s*s - n*(n+1)*(2*n+1)//6",passed,0.1223
321,claude-opus-4-7,LLM,Write a function to find the demlo number for the given number.,"def find_demlo(s): 
	l = len(s) 
	res = """" 
	for i in range(1,l+1): 
		res = res + str(i) 
	for i in range(l-1,0,-1): 
		res = res + str(i) 
	return res 	",,"assert find_demlo(""111111"") == '12345654321'
assert find_demlo(""1111"") == '1234321'
assert find_demlo(""13333122222"") == '123456789101110987654321'","def find_demlo(s):
    n=len(s)
    return ''.join(str(i) for i in range(1,n+1))+''.join(str(i) for i in range(n-1,0,-1))",passed,0.2466
322,claude-opus-4-7,LLM,Write a function to find all index positions of the minimum values in a given list.,"def position_min(list1):
    min_val = min(list1)
    min_result = [i for i, j in enumerate(list1) if j == min_val]
    return min_result",,"assert position_min([12,33,23,10,67,89,45,667,23,12,11,10,54])==[3,11]
assert position_min([1,2,2,2,4,4,4,5,5,5,5])==[0]
assert position_min([2,1,5,6,8,3,4,9,10,11,8,12])==[1]","def position_min(l):
    m=min(l)
    return [i for i,x in enumerate(l) if x==m]",passed,0.3162
323,claude-opus-4-7,LLM,Write a function to re-arrange the given array in alternating positive and negative items.,"def right_rotate(arr, n, out_of_place, cur):
	temp = arr[cur]
	for i in range(cur, out_of_place, -1):
		arr[i] = arr[i - 1]
	arr[out_of_place] = temp
	return arr
def re_arrange(arr, n):
	out_of_place = -1
	for index in range(n):
		if (out_of_place >= 0):
			if ((arr[index] >= 0 and arr[out_of_place] < 0) or
			(arr[index] < 0 and arr[out_of_place] >= 0)):
				arr = right_rotate(arr, n, out_of_place, index)
				if (index-out_of_place > 2):
					out_of_place += 2
				else:
					out_of_place = - 1
		if (out_of_place == -1):
			if ((arr[index] >= 0 and index % 2 == 0) or
			 (arr[index] < 0 and index % 2 == 1)):
				out_of_place = index
	return arr",,"assert re_arrange([-5, -2, 5, 2, 4,	7, 1, 8, 0, -8], 10) == [-5, 5, -2, 2, -8, 4, 7, 1, 8, 0]
assert re_arrange([1, 2, 3, -4, -1, 4], 6) == [-4, 1, -1, 2, 3, 4]
assert re_arrange([4, 7, 9, 77, -4, 5, -3, -9], 8) == [-4, 4, -3, 7, -9, 9, 77, 5]","def re_arrange(arr, n):
    i = -1
    for j in range(n):
        if arr[j] < 0:
            i += 1
            arr[i], arr[j] = arr[j], arr[i]
    pos, neg = i+1, 0
    while pos < n and neg < pos and arr[neg] < 0:
        arr[neg], arr[pos] = arr[pos], arr[neg]
        pos += 1
        neg += 2
    return arr",AssertionError,0.1534
324,claude-opus-4-7,LLM,Write a function to extract the sum of alternate chains of tuples.,"def sum_of_alternates(test_tuple):
  sum1 = 0
  sum2 = 0
  for idx, ele in enumerate(test_tuple):
    if idx % 2:
      sum1 += ele
    else:
      sum2 += ele
  return ((sum1),(sum2)) ",,"assert sum_of_alternates((5, 6, 3, 6, 10, 34)) == (46, 18)
assert sum_of_alternates((1, 2, 3, 4, 5)) == (6, 9)
assert sum_of_alternates((6, 7, 8, 9, 4, 5)) == (21, 18)","def sum_of_alternates(t):
    return (sum(t[1::2]), sum(t[::2]))",passed,0.0595
325,claude-opus-4-7,LLM,Write a python function to find the minimum number of squares whose sum is equal to a given number.,"def get_Min_Squares(n):
    if n <= 3:
        return n;
    res = n 
    for x in range(1,n + 1):
        temp = x * x;
        if temp > n:
            break
        else:
            res = min(res,1 + get_Min_Squares(n  - temp)) 
    return res;",,"assert get_Min_Squares(6) == 3
assert get_Min_Squares(2) == 2
assert get_Min_Squares(4) == 1","def get_Min_Squares(n):
    dp=[0]*(n+1)
    for i in range(1,n+1):
        dp[i]=i
        j=1
        while j*j<=i:
            dp[i]=min(dp[i],dp[i-j*j]+1)
            j+=1
    return dp[n]",passed,0.1453
326,claude-opus-4-7,LLM,Write a function to get the word with most number of occurrences in the given strings list.,"from collections import defaultdict 

def most_occurrences(test_list):
  temp = defaultdict(int)
  for sub in test_list:
    for wrd in sub.split():
      temp[wrd] += 1
  res = max(temp, key=temp.get)
  return (str(res)) ",,"assert most_occurrences([""UTS is best for RTF"", ""RTF love UTS"", ""UTS is best""] ) == 'UTS'
assert most_occurrences([""Its been a great year"", ""this year is so worse"", ""this year is okay""] ) == 'year'
assert most_occurrences([""Families can be reunited"", ""people can be reunited"", ""Tasks can be achieved ""] ) == 'can'","from collections import Counter
def most_occurrences(lst):
    c=Counter("" "".join(lst).split())
    return c.most_common(1)[0][0]",passed,0.1655
327,claude-opus-4-7,LLM,Write a function to print check if the triangle is isosceles or not.,"def check_isosceles(x,y,z):
  if x==y or y==z or z==x:
	   return True
  else:
     return False",,"assert check_isosceles(6,8,12)==False 
assert check_isosceles(6,6,12)==True
assert check_isosceles(6,16,20)==False","def check_isosceles(a,b,c):
    return a==b or b==c or a==c",passed,0.3613
328,claude-opus-4-7,LLM,Write a function to rotate a given list by specified number of items to the left direction.,"def rotate_left(list1,m,n):
  result =  list1[m:]+list1[:n]
  return result",,"assert rotate_left([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],3,4)==[4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4]
assert rotate_left([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],2,2)==[3, 4, 5, 6, 7, 8, 9, 10, 1, 2]
assert rotate_left([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],5,2)==[6, 7, 8, 9, 10, 1, 2]","def rotate_left(lst, m, n):
    return lst[m:]+lst[:n]",passed,0.3419
329,claude-opus-4-7,LLM,Write a python function to count negative numbers in a list.,"def neg_count(list):
  neg_count= 0
  for num in list: 
    if num <= 0: 
      neg_count += 1
  return neg_count ",,"assert neg_count([-1,-2,3,-4,-5]) == 4
assert neg_count([1,2,3]) == 0
assert neg_count([1,2,-3,-10,20]) == 2","def neg_count(l):
    return sum(1 for x in l if x < 0)",passed,0.1008
330,claude-opus-4-7,LLM,"Write a function to find all three, four, five characters long words in the given string by using regex.","import re
def find_char(text):
  return (re.findall(r""\b\w{3,5}\b"", text))",,"assert find_char('For the four consumer complaints contact manager AKR reddy') == ['For', 'the', 'four', 'AKR', 'reddy']
assert find_char('Certain service are subject to change MSR') == ['are', 'MSR']
assert find_char('Third party legal desclaimers') == ['Third', 'party', 'legal']","import re
def find_char(s):
    return re.findall(r'\b[A-Za-z]{3,5}\b', s)",passed,0.4881
331,claude-opus-4-7,LLM,Write a python function to count unset bits of a given number.,"def count_unset_bits(n): 
    count = 0
    x = 1
    while(x < n + 1): 
        if ((x & n) == 0): 
            count += 1
        x = x << 1
    return count  ",,"assert count_unset_bits(2) == 1
assert count_unset_bits(4) == 2
assert count_unset_bits(6) == 1","def count_unset_bits(n):
    return bin(n).count('0') - 1",passed,0.0488
